firm,date,amount,party,ideology_score
Titan Aerospace,2018-12-15,318.97,R,0.30257157452147504
AmeriCore Energy,2021-03-22,746.44,D,0.7811810347855594
Harbor Retail Group,2010-11-14,1117.95,D,0.18917697133120992
BlueRiver Manufacturing,2020-03-12,1184.26,D,-0.7814248212212955
Evercrest Systems,2014-12-23,811.47,D,-0.6911643501317529
Millennium Retail Group,2022-04-26,1239.54,D,-0.26308908144152243
Aspire Automotive,2020-12-01,3271.48,R,-0.35502088901491985
Skyline Retail,2013-04-13,763.6,D,-0.22364750236744266
MetroTech Solutions,2016-10-06,2533.0,R,-0.28918774931432745
SilverRock Solutions,2022-10-01,426.57,D,-0.34508089355433375
Aspire Automotive,2011-07-06,430.44,R,-0.35502088901491985
Falcon Semiconductor,2018-01-14,1819.6,R,0.16770146378342482
Mountain Ridge Industries,2019-11-04,788.53,D,-0.12995084945525315
GoldenGate Networks,2024-06-14,429.12,R,-0.5643838184211613
Falcon Semiconductor,2024-02-16,1402.37,D,0.16770146378342482
UrbanStar Retail,2024-11-14,4189.97,D,0.02898247316376057
Heritage Automotive,2011-06-05,2172.42,R,-0.3113024235082412
Paramount Systems,2018-02-13,388.28,D,-0.6533450784599586
GoldenGate Networks,2013-02-22,3334.02,D,-0.5643838184211613
Liberty Capital,2019-05-28,4466.3,D,-0.6437524832958241
Aspire Automotive,2013-09-13,571.95,R,-0.35502088901491985
Crescent Automotive,2020-07-14,779.2,R,-0.7791419463933508
Greenfield Manufacturing,2021-07-18,1021.15,D,-0.2359265237170345
AmeriCore Energy,2017-06-10,619.87,R,0.7811810347855594
Horizon Capital,2023-10-12,2624.18,D,-0.5446174747209411
Orbit Semiconductor,2018-01-13,1211.02,R,0.3656188092303535
Falcon Semiconductor,2010-08-03,1560.47,D,0.16770146378342482
Highland Logistics,2010-02-22,1024.74,D,-0.20675394355677812
Northbridge Holdings,2022-07-17,2502.55,D,-0.6469534176374777
Cobalt Holdings,2010-05-07,1898.13,D,-0.34637523032738454
NovaBridge Partners,2017-11-03,474.77,D,-0.5350259359541526
SummitLine Logistics,2010-09-24,5446.18,D,-0.6131155245656207
Zenith Industries,2011-07-22,2849.59,D,-0.3067997146495536
Longview Energy,2014-12-14,254.41,R,0.5124859787131362
GoldenGate Networks,2019-10-21,1351.7,D,-0.5643838184211613
Liberty Capital,2023-09-04,2983.42,D,-0.6437524832958241
Apex Systems,2016-06-04,1465.18,D,-0.3524012410794814
Northbridge Holdings,2021-03-30,1584.28,D,-0.6469534176374777
Everton Technologies,2020-08-15,1399.76,D,-0.37360829603310824
UrbanStar Retail,2011-04-20,852.8,D,0.02898247316376057
Mountain Ridge Industries,2011-10-01,864.54,R,-0.12995084945525315
Mosaic Consumer Goods,2023-07-27,799.24,D,0.08298082509351284
Skyline Retail,2016-11-22,1369.66,D,-0.22364750236744266
Paramount Systems,2010-03-15,225.33,D,-0.6533450784599586
United Semiconductor,2023-09-26,941.94,R,0.7031948302175441
NorthStar Retail Group,2013-09-13,676.47,R,-0.21768137947876254
UrbanStar Retail,2011-12-13,1616.81,R,0.02898247316376057
Apex Systems,2019-02-02,970.49,D,-0.3524012410794814
Aurora Networks,2018-05-19,3697.48,D,-0.5046547262203107
Sterling Logistics,2014-09-08,983.71,D,-0.17547430260660823
Horizon Capital,2024-02-09,458.06,D,-0.5446174747209411
NovaBridge Partners,2013-11-23,1075.83,D,-0.5350259359541526
Redwood Partners,2012-07-15,1102.02,D,-0.41854096357774834
SummitLine Logistics,2010-04-16,1722.6,D,-0.6131155245656207
Quantum Systems,2022-01-14,448.25,D,-0.41357155810874113
Mountain Ridge Industries,2022-10-17,1636.36,R,-0.12995084945525315
NorthStar Retail Group,2010-09-26,1028.25,D,-0.21768137947876254
Everton Technologies,2018-06-25,380.33,D,-0.37360829603310824
SilverRock Solutions,2010-10-03,1488.52,D,-0.34508089355433375
Cypress Health,2021-03-04,692.61,R,-0.1277995867856065
Summit Technologies,2012-08-17,1784.67,R,-0.6074794771416165
Equinox Manufacturing,2019-10-22,1826.81,D,-0.6370463795472789
Equinox Manufacturing,2015-06-17,745.84,D,-0.6370463795472789
Equinox Manufacturing,2023-10-16,1852.37,D,-0.6370463795472789
GoldenGate Networks,2023-08-04,2609.68,D,-0.5643838184211613
Titan Aerospace,2014-10-11,1299.51,D,0.30257157452147504
TerraLine Logistics,2022-11-13,782.16,D,-0.7679229314410365
Horizon Capital,2010-04-18,831.56,D,-0.5446174747209411
Zenith Industries,2011-07-15,426.54,D,-0.3067997146495536
Horizon Capital,2016-01-07,931.26,D,-0.5446174747209411
Quantum Systems,2020-12-15,610.19,D,-0.41357155810874113
BlueRiver Manufacturing,2020-03-23,292.91,D,-0.7814248212212955
Sapphire Energy,2016-07-17,3980.91,D,0.16492209036610356
Vanguard Networks,2020-08-18,1336.49,D,-0.7441456161534608
Titan Aerospace,2013-02-01,4094.58,R,0.30257157452147504
PrimeHealth Corporation,2020-09-09,267.44,R,0.09481580189139682
Cobalt Holdings,2023-04-19,1011.8,R,-0.34637523032738454
TerraLine Logistics,2017-05-07,1011.75,D,-0.7679229314410365
Heritage Automotive,2013-11-15,777.06,D,-0.3113024235082412
Ironwood Aerospace,2021-11-07,704.24,D,0.23918635548065395
Horizon Capital,2017-01-14,3412.23,D,-0.5446174747209411
Zenith Industries,2016-04-07,4028.92,R,-0.3067997146495536
Infinity Partners,2012-07-30,725.54,D,-0.2896112414347556
Oakstone Industries,2018-11-04,1688.56,D,-0.4462512983276463
Sterling Logistics,2024-11-02,1400.9,D,-0.17547430260660823
Harbor Retail Group,2015-11-03,1922.48,D,0.18917697133120992
Frontier Semiconductor,2010-12-10,774.84,R,0.5736896411960379
Redwood Partners,2024-03-06,1826.16,D,-0.41854096357774834
Riverstone Technologies,2022-02-25,667.04,R,-0.23339868032552136
NovaBridge Partners,2023-10-01,788.99,D,-0.5350259359541526
Infinity Partners,2021-02-10,2596.12,D,-0.2896112414347556
Liberty Capital,2017-06-23,1064.98,D,-0.6437524832958241
EaglePeak Aerospace,2022-03-30,1738.21,D,0.6649897912920661
Longview Energy,2010-03-21,562.66,R,0.5124859787131362
NovaBridge Partners,2018-09-23,3857.37,D,-0.5350259359541526
BluePeak Technologies,2014-10-07,613.59,D,-0.7292989994131897
Infinity Partners,2021-05-04,1657.09,D,-0.2896112414347556
UrbanStar Retail,2022-10-14,2049.93,D,0.02898247316376057
SilverRock Solutions,2013-04-13,445.21,D,-0.34508089355433375
BlueRiver Manufacturing,2017-11-27,916.17,D,-0.7814248212212955
Horizon Capital,2020-03-16,2721.84,D,-0.5446174747209411
Vanguard Networks,2015-05-06,1178.88,D,-0.7441456161534608
NorthStar Retail Group,2013-04-07,692.56,R,-0.21768137947876254
Titan Aerospace,2018-09-10,3247.26,D,0.30257157452147504
NovaBridge Partners,2012-11-16,855.9,D,-0.5350259359541526
Cypress Health,2016-06-09,2024.34,D,-0.1277995867856065
Frontier Semiconductor,2013-02-02,709.35,R,0.5736896411960379
Brightline Capital,2024-08-27,1364.34,D,-0.7954508682253574
Arclight Manufacturing,2014-12-22,7700.97,D,-0.6856182543666501
Omega Health,2020-07-28,784.68,R,-0.17762111751192633
NovaBridge Partners,2022-09-28,1414.93,R,-0.5350259359541526
MetroTech Solutions,2014-03-22,1924.14,D,-0.28918774931432745
BluePeak Technologies,2018-12-13,1585.89,D,-0.7292989994131897
Longview Energy,2016-05-13,1580.41,R,0.5124859787131362
Skyline Retail,2021-12-08,1220.97,D,-0.22364750236744266
PrimeHealth Corporation,2011-05-01,863.94,D,0.09481580189139682
BluePeak Technologies,2016-02-17,1287.97,D,-0.7292989994131897
Sapphire Energy,2018-06-29,746.49,D,0.16492209036610356
Vanguard Networks,2023-03-24,887.58,D,-0.7441456161534608
GoldenGate Networks,2010-11-22,1016.56,D,-0.5643838184211613
Harbor Retail Group,2012-12-02,1146.97,D,0.18917697133120992
Heritage Automotive,2020-09-06,593.83,D,-0.3113024235082412
Titan Aerospace,2020-08-12,815.33,D,0.30257157452147504
Atlas Health,2012-08-23,262.86,R,-0.3304489338964671
Vertex Energy,2016-05-05,1913.18,R,0.7556582113987458
Zenith Industries,2019-11-15,505.33,R,-0.3067997146495536
Horizon Capital,2012-03-15,862.03,D,-0.5446174747209411
Quantum Systems,2013-05-19,292.77,D,-0.41357155810874113
Greenfield Manufacturing,2010-11-16,697.17,D,-0.2359265237170345
Ironwood Aerospace,2014-08-19,315.98,D,0.23918635548065395
Vector Automotive,2015-12-06,708.3,D,-0.2194167350229036
Pioneer Energy,2020-11-28,305.09,R,0.11750752865586686
Vanguard Networks,2022-09-18,3422.61,D,-0.7441456161534608
GoldenGate Networks,2020-12-31,699.59,D,-0.5643838184211613
Cypress Health,2023-02-11,630.32,D,-0.1277995867856065
Vanguard Networks,2022-03-03,2209.58,D,-0.7441456161534608
EaglePeak Aerospace,2017-06-18,720.0,R,0.6649897912920661
United Semiconductor,2022-08-27,1556.96,R,0.7031948302175441
SilverRock Solutions,2016-05-30,1014.77,D,-0.34508089355433375
Sterling Logistics,2014-06-13,871.54,D,-0.17547430260660823
Paramount Systems,2014-11-09,2114.02,D,-0.6533450784599586
Frontier Semiconductor,2023-09-09,490.32,D,0.5736896411960379
Crescent Automotive,2010-01-09,1177.06,D,-0.7791419463933508
Everton Technologies,2013-04-07,2888.94,R,-0.37360829603310824
Cobalt Holdings,2023-12-08,1791.89,R,-0.34637523032738454
Vector Automotive,2019-08-16,478.97,D,-0.2194167350229036
United Semiconductor,2018-03-25,1115.53,D,0.7031948302175441
GoldenGate Networks,2012-07-20,188.47,R,-0.5643838184211613
Northbridge Holdings,2010-04-28,1564.26,D,-0.6469534176374777
Titan Aerospace,2010-04-29,1637.07,R,0.30257157452147504
Longview Energy,2012-05-11,923.57,D,0.5124859787131362
Cobalt Holdings,2013-11-24,754.96,D,-0.34637523032738454
Greenfield Manufacturing,2010-11-14,876.98,D,-0.2359265237170345
BlueRiver Manufacturing,2012-08-12,2350.96,D,-0.7814248212212955
PrimeHealth Corporation,2013-12-14,292.54,R,0.09481580189139682
Harbor Retail Group,2023-01-06,351.85,D,0.18917697133120992
PrimeHealth Corporation,2018-10-11,2738.94,D,0.09481580189139682
Horizon Capital,2016-11-03,331.5,D,-0.5446174747209411
Cypress Health,2013-04-16,1466.44,R,-0.1277995867856065
BluePeak Technologies,2015-03-28,1549.35,R,-0.7292989994131897
Highland Logistics,2016-01-04,404.73,D,-0.20675394355677812
Infinity Partners,2014-05-02,650.9,R,-0.2896112414347556
Liberty Capital,2013-01-28,443.51,D,-0.6437524832958241
Mosaic Consumer Goods,2019-03-27,767.27,R,0.08298082509351284
Vanguard Networks,2016-05-24,1641.88,D,-0.7441456161534608
Greenfield Manufacturing,2021-08-10,810.55,R,-0.2359265237170345
Frontier Semiconductor,2019-04-19,783.37,R,0.5736896411960379
GoldenGate Networks,2010-03-17,2198.58,D,-0.5643838184211613
PrimeHealth Corporation,2015-11-04,377.2,D,0.09481580189139682
Apex Systems,2012-12-29,528.37,D,-0.3524012410794814
Mountain Ridge Industries,2012-05-05,476.18,D,-0.12995084945525315
NextWave Semiconductor,2013-12-26,947.5,D,0.3591266769818179
Redwood Partners,2015-11-20,1775.02,D,-0.41854096357774834
PrimeHealth Corporation,2012-05-06,479.39,D,0.09481580189139682
Pioneer Energy,2013-02-05,1302.77,R,0.11750752865586686
Mountain Ridge Industries,2017-01-05,1144.02,R,-0.12995084945525315
Greenfield Manufacturing,2012-03-11,1956.79,R,-0.2359265237170345
MetroTech Solutions,2023-05-31,3804.77,D,-0.28918774931432745
Heritage Automotive,2015-07-04,458.36,D,-0.3113024235082412
Zenith Industries,2020-12-10,1511.48,D,-0.3067997146495536
Northbridge Holdings,2014-03-31,591.98,D,-0.6469534176374777
Crescent Automotive,2022-05-13,510.9,D,-0.7791419463933508
NorthStar Retail Group,2010-09-21,708.8,R,-0.21768137947876254
Orbit Semiconductor,2015-06-07,3466.47,R,0.3656188092303535
Cobalt Holdings,2012-05-23,1196.73,D,-0.34637523032738454
Riverstone Technologies,2015-05-12,488.9,D,-0.23339868032552136
Riverstone Technologies,2023-01-18,855.28,R,-0.23339868032552136
Redwood Partners,2014-08-17,2720.76,D,-0.41854096357774834
Greenfield Manufacturing,2024-02-01,1939.63,R,-0.2359265237170345
Pioneer Energy,2024-05-04,1424.67,R,0.11750752865586686
Crescent Automotive,2015-11-25,1031.57,D,-0.7791419463933508
PrimeHealth Corporation,2018-11-09,1016.42,R,0.09481580189139682
Omega Health,2015-01-07,1440.38,R,-0.17762111751192633
Sterling Logistics,2018-01-14,3798.21,R,-0.17547430260660823
Falcon Semiconductor,2021-05-31,471.91,R,0.16770146378342482
MetroTech Solutions,2019-07-10,781.28,R,-0.28918774931432745
Crescent Automotive,2010-12-06,1788.02,D,-0.7791419463933508
Sapphire Energy,2020-09-11,794.54,D,0.16492209036610356
Falcon Semiconductor,2016-12-08,926.48,D,0.16770146378342482
Aspire Automotive,2021-08-03,796.9,D,-0.35502088901491985
Titan Aerospace,2018-07-21,273.0,R,0.30257157452147504
MetroTech Solutions,2022-02-11,122.95,R,-0.28918774931432745
SummitLine Logistics,2015-07-27,533.73,D,-0.6131155245656207
NextWave Semiconductor,2022-09-26,986.27,D,0.3591266769818179
Omega Health,2016-12-03,494.19,D,-0.17762111751192633
Liberty Capital,2011-07-26,1187.69,D,-0.6437524832958241
Equinox Manufacturing,2022-03-01,1780.92,D,-0.6370463795472789
Skyline Retail,2018-12-13,739.54,R,-0.22364750236744266
Everton Technologies,2013-04-10,2043.51,D,-0.37360829603310824
MetroTech Solutions,2019-07-30,2502.78,D,-0.28918774931432745
Atlas Health,2018-11-25,1430.07,D,-0.3304489338964671
Zenith Industries,2021-05-05,883.06,D,-0.3067997146495536
Atlas Health,2019-02-22,1008.92,D,-0.3304489338964671
Arclight Manufacturing,2022-07-29,861.86,D,-0.6856182543666501
Aurora Networks,2017-11-30,1293.2,D,-0.5046547262203107
TerraLine Logistics,2014-05-01,1620.95,D,-0.7679229314410365
Oakstone Industries,2021-11-02,4132.05,D,-0.4462512983276463
GoldenGate Networks,2016-09-19,1090.31,R,-0.5643838184211613
Redwood Partners,2017-10-02,560.07,D,-0.41854096357774834
Vertex Energy,2012-02-22,775.87,R,0.7556582113987458
Mountain Ridge Industries,2020-10-20,2690.47,D,-0.12995084945525315
Omega Health,2014-07-15,2316.98,D,-0.17762111751192633
Equinox Manufacturing,2012-04-08,1255.12,D,-0.6370463795472789
Greenfield Manufacturing,2023-04-18,720.26,R,-0.2359265237170345
Vector Automotive,2024-07-03,2098.79,D,-0.2194167350229036
Falcon Semiconductor,2017-02-17,739.07,R,0.16770146378342482
Oakstone Industries,2012-03-17,1153.19,R,-0.4462512983276463
SummitLine Logistics,2011-08-01,725.31,D,-0.6131155245656207
Arclight Manufacturing,2017-06-07,2061.65,D,-0.6856182543666501
Atlas Health,2014-11-27,611.88,R,-0.3304489338964671
AmeriCore Energy,2020-08-02,4582.04,R,0.7811810347855594
Cobalt Holdings,2017-09-27,1045.8,R,-0.34637523032738454
Cobalt Holdings,2021-05-14,1195.8,D,-0.34637523032738454
Falcon Semiconductor,2022-09-18,415.48,R,0.16770146378342482
Centurion Capital,2018-03-03,2044.56,D,-0.39585349832026656
Skyline Retail,2023-06-14,5145.72,D,-0.22364750236744266
Brightline Capital,2019-07-02,621.85,D,-0.7954508682253574
Aurora Networks,2013-08-09,1714.6,D,-0.5046547262203107
Sapphire Energy,2018-06-03,1463.53,R,0.16492209036610356
Aspire Automotive,2019-09-15,1120.27,R,-0.35502088901491985
Omega Health,2020-03-08,1415.05,D,-0.17762111751192633
Sapphire Energy,2013-11-30,1062.97,R,0.16492209036610356
GoldenGate Networks,2022-05-25,376.47,D,-0.5643838184211613
Redwood Partners,2012-02-22,518.59,R,-0.41854096357774834
NextWave Semiconductor,2012-12-10,2097.03,R,0.3591266769818179
Millennium Retail Group,2012-04-10,1315.0,D,-0.26308908144152243
Cobalt Holdings,2017-02-15,259.47,D,-0.34637523032738454
Apex Systems,2021-12-19,7090.61,D,-0.3524012410794814
Mountain Ridge Industries,2023-10-21,394.91,R,-0.12995084945525315
Aurora Networks,2022-11-04,338.63,D,-0.5046547262203107
Pioneer Energy,2017-09-01,1093.66,D,0.11750752865586686
Mosaic Consumer Goods,2012-02-04,1131.1,R,0.08298082509351284
Oakstone Industries,2012-05-17,1445.11,D,-0.4462512983276463
Oakstone Industries,2021-06-13,2961.97,D,-0.4462512983276463
NovaBridge Partners,2014-09-03,1046.24,D,-0.5350259359541526
Highland Logistics,2021-02-10,1848.47,D,-0.20675394355677812
AmeriCore Energy,2018-08-22,1385.22,R,0.7811810347855594
Atlas Health,2011-11-21,650.92,D,-0.3304489338964671
Frontier Semiconductor,2016-08-30,1485.15,R,0.5736896411960379
Omega Health,2011-06-18,1157.94,R,-0.17762111751192633
Millennium Retail Group,2012-06-25,932.24,D,-0.26308908144152243
Horizon Capital,2018-09-25,2322.45,R,-0.5446174747209411
Everton Technologies,2016-05-16,913.5,D,-0.37360829603310824
Orbit Semiconductor,2018-06-14,1931.67,D,0.3656188092303535
Millennium Retail Group,2013-11-02,421.76,R,-0.26308908144152243
GoldenGate Networks,2021-07-31,6076.83,D,-0.5643838184211613
Atlas Health,2018-06-24,2179.26,R,-0.3304489338964671
AmeriCore Energy,2011-05-15,2880.53,R,0.7811810347855594
Summit Technologies,2022-01-08,1839.19,D,-0.6074794771416165
Ironwood Aerospace,2011-08-01,598.34,R,0.23918635548065395
MetroTech Solutions,2019-01-31,2784.74,D,-0.28918774931432745
Quantum Systems,2013-04-27,573.91,R,-0.41357155810874113
Mountain Ridge Industries,2020-12-06,1298.54,R,-0.12995084945525315
Ironwood Aerospace,2015-10-12,883.91,R,0.23918635548065395
MetroTech Solutions,2019-12-05,1385.01,D,-0.28918774931432745
Aspire Automotive,2010-09-28,746.81,D,-0.35502088901491985
Millennium Retail Group,2017-03-16,1853.78,D,-0.26308908144152243
Highland Logistics,2015-08-01,1159.96,D,-0.20675394355677812
BluePeak Technologies,2015-08-06,1951.7,D,-0.7292989994131897
MetroTech Solutions,2022-05-02,1452.08,D,-0.28918774931432745
Greenfield Manufacturing,2020-07-04,926.08,D,-0.2359265237170345
Longview Energy,2021-12-14,1648.49,R,0.5124859787131362
Centurion Capital,2024-11-13,1451.78,D,-0.39585349832026656
NorthStar Retail Group,2012-08-15,728.06,D,-0.21768137947876254
NextWave Semiconductor,2014-04-04,663.63,R,0.3591266769818179
Longview Energy,2011-11-27,740.56,D,0.5124859787131362
Frontier Semiconductor,2020-01-28,1145.63,R,0.5736896411960379
Cypress Health,2015-11-14,1117.53,D,-0.1277995867856065
Aurora Networks,2014-05-23,5498.36,R,-0.5046547262203107
NorthStar Retail Group,2017-10-07,2030.18,R,-0.21768137947876254
Orbit Semiconductor,2024-07-17,3165.24,R,0.3656188092303535
Equinox Manufacturing,2010-07-27,607.57,D,-0.6370463795472789
Cobalt Holdings,2013-11-26,1030.07,D,-0.34637523032738454
United Semiconductor,2012-03-26,715.78,R,0.7031948302175441
Zenith Industries,2013-03-21,708.14,D,-0.3067997146495536
UrbanStar Retail,2015-12-23,1834.38,R,0.02898247316376057
PrimeHealth Corporation,2015-05-22,1380.99,R,0.09481580189139682
BluePeak Technologies,2014-03-31,797.02,D,-0.7292989994131897
United Semiconductor,2012-11-21,1494.95,R,0.7031948302175441
NextWave Semiconductor,2013-12-15,1294.91,D,0.3591266769818179
PrimeHealth Corporation,2014-09-17,895.54,R,0.09481580189139682
Harbor Retail Group,2017-05-02,781.45,D,0.18917697133120992
Omega Health,2018-08-09,608.2,D,-0.17762111751192633
TerraLine Logistics,2019-09-07,1195.0,D,-0.7679229314410365
Sapphire Energy,2020-03-18,1123.84,R,0.16492209036610356
Ironwood Aerospace,2024-08-19,659.09,R,0.23918635548065395
Horizon Capital,2010-09-11,713.05,R,-0.5446174747209411
Skyline Retail,2024-03-29,1798.35,R,-0.22364750236744266
Cypress Health,2022-01-29,319.69,R,-0.1277995867856065
Evercrest Systems,2012-04-20,1324.32,D,-0.6911643501317529
Aurora Networks,2014-10-02,511.2,R,-0.5046547262203107
United Semiconductor,2023-10-31,394.34,R,0.7031948302175441
Vector Automotive,2012-02-04,826.69,R,-0.2194167350229036
Everton Technologies,2023-09-04,1892.03,R,-0.37360829603310824
BluePeak Technologies,2014-11-13,817.38,R,-0.7292989994131897
Vanguard Networks,2011-09-16,1942.68,D,-0.7441456161534608
Liberty Capital,2023-08-19,2971.0,D,-0.6437524832958241
Titan Aerospace,2012-08-14,652.55,D,0.30257157452147504
Pioneer Energy,2016-04-07,2174.29,R,0.11750752865586686
Harbor Retail Group,2018-01-09,2818.61,R,0.18917697133120992
SummitLine Logistics,2014-10-03,862.24,D,-0.6131155245656207
Omega Health,2019-08-08,2374.99,D,-0.17762111751192633
Northbridge Holdings,2011-07-11,1341.65,D,-0.6469534176374777
United Semiconductor,2024-08-02,664.82,R,0.7031948302175441
Ironwood Aerospace,2023-04-27,1144.41,R,0.23918635548065395
United Semiconductor,2023-06-05,1619.96,R,0.7031948302175441
Horizon Capital,2023-04-05,1010.41,D,-0.5446174747209411
